[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-12 14:26:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-12 14:26:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582\
[2025-03-12 14:26:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/site-one/
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:372; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9ab801-5lAiYT.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg?simply_static_page=808
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg?simply_static_page=808
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 180 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9ab801-5lAiYT.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:1c87f312f9120c6e372a19c2ba22a1e9ae52b259===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:371; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9b2483-GD64fZ.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/arc.svg?simply_static_page=809
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/arc.svg?simply_static_page=809
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 146 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9b2483-GD64fZ.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:8514e0b3ea3362608c6ac8b948bf857a6306d020===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:370; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9b8be8-xSMhs1.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/circle.svg?simply_static_page=810
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/circle.svg?simply_static_page=810
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 168 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9b8be8-xSMhs1.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:e5d2546b1a29095b58359421d7af42b1f0efd5ce===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:369; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9befa2-tW9lSj.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/line.svg?simply_static_page=811
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/line.svg?simply_static_page=811
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 120 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/line.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9befa2-tW9lSj.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:3e9ddc08d91b8ac3e092d721b85e283e44244ff4===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:368; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9c7b08-pzbyY8.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/oval.svg?simply_static_page=812
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/oval.svg?simply_static_page=812
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 275 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9c7b08-pzbyY8.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:f55959d02d49ffb513cc1d6b0311e313e972e183===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:367; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9cdcf3-B5rMLM.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/spiral.svg?simply_static_page=813
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/spiral.svg?simply_static_page=813
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 285 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9cdcf3-B5rMLM.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:b14f5bff57c199a2ca0f05ade4a63947e6a3eca6===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:366; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9d3cfc-odFSxq.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=814
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/svg-paths/wave.svg?simply_static_page=814
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 231 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9d3cfc-odFSxq.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:d30e44a21ffda203d030623b6541c819eaefde05===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:365; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9da1ec-qENbnb.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=815
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/data/responsive-widgets.json?simply_static_page=815
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 419 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9da1ec-qENbnb.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:02277a815426cb664895b5bbe3660d8bdc04de0d===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:364; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9df910-jJLcsR.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js?simply_static_page=816
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js?simply_static_page=816
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 21237 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9df910-jJLcsR.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:49b46378c076d669ab23bdd5c41070fb8c5e3d48===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:363; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9e741b-wnCvFl.tmp
[2025-03-12 14:27:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js?simply_static_page=817
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js?simply_static_page=817
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:103] Filesize: 9450 bytes
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9e741b-wnCvFl.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:27:05] [class-ss-page.php:119] Checking Content Identical:ddc222a032aa51332dd61c906b0564440b6e4498===. Value: FALSE
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/brands.js
[2025-03-12 14:27:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:362; Total: 1179
[2025-03-12 14:27:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:27:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d199b9f1025-p4ZD6b.tmp
